Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked_Q,Embarked_S,Sex_male,Title_Col,Title_Countess,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir
1,1,32.5,0,0,219,13.0,116,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,54.0,0,1,417,77.2875,98,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,12.0,1,0,186,11.2417,147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,463,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,24.0,0,0,541,7.1417,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.69911764705882,1,1,196,22.3583,138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,45.0,0,0,318,6.975,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,33.0,0,0,380,7.8958,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,20.0,0,0,640,7.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,47.0,1,0,537,14.5,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,29.0,1,0,111,26.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,25.0,0,0,552,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,23.0,0,0,630,15.0458,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,19.0,0,2,55,26.2833,107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,37.0,1,0,49,53.1,55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,16.0,0,0,504,9.2167,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,24.0,0,0,592,79.2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,2,203,15.2458,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,22.0,0,0,332,7.75,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,24.0,1,0,668,15.85,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,19.0,0,0,438,6.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,18.0,0,0,118,11.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,19.0,1,1,558,36.75,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,27.0,0,0,405,7.7958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,9.0,2,2,676,34.375,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,36.5,0,2,113,26.0,141,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,42.0,0,0,147,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,51.0,0,0,622,12.525,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,22.0,1,0,36,66.6,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,55.5,0,0,516,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,40.5,0,2,538,14.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,573,7.3125,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,51.0,0,1,595,61.3792,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,16.0,0,0,418,7.7333,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,30.0,0,0,654,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,258,8.6625,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,6,2,568,69.55,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,44.0,0,1,470,16.1,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,40.0,0,0,559,15.75,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,26.0,0,0,323,7.775,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,17.0,0,0,265,8.6625,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,1.0,4,1,249,39.6875,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,9.0,0,2,423,20.525,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,29.69911764705882,0,1,28,55.0,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,45.0,1,4,337,27.9,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,29.69911764705882,0,0,576,25.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,28.0,0,0,80,56.4958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,61.0,0,0,5,33.5,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4.0,4,1,480,29.125,147,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,1.0,1,1,344,11.1333,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,21.0,0,0,659,7.925,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,56.0,0,0,90,30.6958,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,18.0,1,1,412,7.8542,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,3,1,488,25.4667,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,50.0,0,0,593,28.7125,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,30.0,0,0,169,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,36.0,0,0,574,0.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,6,2,568,69.55,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,29.69911764705882,0,0,629,15.05,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,9.0,4,2,329,31.3875,147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1.0,2,1,114,39.0,144,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,4.0,0,2,271,22.025,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,29.69911764705882,0,0,34,50.0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.69911764705882,1,0,459,15.5,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,45.0,0,0,11,26.55,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,40.0,1,1,435,15.5,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,36.0,0,0,386,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,32.0,0,0,122,13.0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,19.0,0,0,227,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,19.0,1,0,406,7.8542,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3.0,1,1,113,26.0,141,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,44.0,0,0,604,27.7208,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,58.0,0,0,586,146.5208,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,29.69911764705882,0,0,452,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,42.0,0,1,494,8.4042,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.69911764705882,0,0,461,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,24.0,0,0,160,13.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,28.0,0,0,306,9.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,6,2,568,69.55,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,34.0,0,0,242,6.4958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,45.5,0,0,177,7.225,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,18.0,0,0,530,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2.0,0,1,316,10.4625,145,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,32.0,1,0,247,15.85,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,26.0,0,0,216,18.7875,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,16.0,0,0,445,7.75,147,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,40.0,0,0,17,31.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,24.0,0,0,642,7.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,35.0,0,0,570,21.0,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,22.0,0,0,526,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,30.0,0,0,163,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,1,0,443,7.75,147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,31.0,1,0,416,113.275,103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,27.0,0,0,670,7.925,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,42.0,1,0,142,27.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,32.0,0,0,63,76.2917,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,30.0,0,0,679,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,16.0,0,0,653,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,27.0,0,0,105,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,51.0,0,0,102,8.05,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,0,0,375,7.8958,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,38.0,1,0,93,90.0,87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,22.0,0,0,615,9.35,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,19.0,0,0,672,10.5,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,20.5,0,0,525,7.25,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,18.0,0,0,125,13.0,147,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,29.69911764705882,3,1,488,25.4667,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,35.0,1,0,457,83.475,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
